drugname,ADR_Count,indi_pt,Severe_Outcome_Rate,ADR_Rate
FOSAMAX PLUS D,4353,"OSTEOPOROSIS, OSTEOPENIA, HYPERTENSION",0.22674017918676775,0.0008037500210031162
CISPLATIN,4337,"NON-SMALL CELL LUNG CANCER, MULTIPLE MYELOMA, INFECTION",0.08577357620474983,0.0008007957365243545
CAMPTO,4335,"COLORECTAL CANCER, NEUROENDOCRINE CARCINOMA, SMALL CELL LUNG CANCER STAGE UNSPECIFIED",0.30034602076124567,0.0008004264509645092
LETAIRIS,4334,"PULMONARY HYPERTENSION, HIV INFECTION, CONNECTIVE TISSUE DISORDER",0.17720350715274574,0.0008002418081845867
OMEPRAZOLE,4303,"BARRETT'S OESOPHAGUS, GASTROOESOPHAGEAL REFLUX DISEASE, SCHIZOPHRENIA",0.028817104345805252,0.0007945178820069858
CITALOPRAM,4254,"INTENTIONAL OVERDOSE, PSYCHOTIC DISORDER, INSOMNIA",0.04724964739069112,0.0007854703857907779
BYETTA,4234,"TYPE 2 DIABETES MELLITUS, DIABETES MELLITUS, HYPERTRIGLYCERIDAEMIA",0.05762871988663203,0.0007817775301923258
HUMIRA PEN,4216,"PSORIASIS, STENT PLACEMENT, CONVULSION",0.06688804554079697,0.0007784539601537188
JANUVIA,4162,"TYPE 2 DIABETES MELLITUS, HYPERTENSION, DYSLIPIDAEMIA",0.022345026429601154,0.000768483250037898
FLAGYL,4136,"ABDOMINAL INFECTION, PAIN, CLOSTRIDIUM DIFFICILE INFECTION",0.26499032882011603,0.0007636825377599101
CUBICIN,4129,"ENDOCARDITIS, STAPHYLOCOCCAL INFECTION, TREATMENT FAILURE",0.33543230806490676,0.0007623900383004518
EXJADE,4129,"MYELODYSPLASTIC SYNDROME, IRON OVERLOAD, CYSTITIS",0.12012593848389441,0.0007623900383004518
DIOVAN,4113,"HYPERTENSION, ANTIINFLAMMATORY THERAPY, DYSPNOEA",0.04862630683199611,0.0007594357538216901
INCIVO,4109,"CHRONIC HEPATITIS C, HYPERTENSION, HEPATITIS C",0.08566561207106352,0.0007586971827019997
HALAVEN,4056,"BREAST CANCER RECURRENT, METASTASES TO LIVER, METASTASES TO BONE",0.2719428007889546,0.0007489111153661014
EXELON PATCH,4048,"DEMENTIA ALZHEIMER'S TYPE, HYPERTENSION, ANXIETY",0.1583498023715415,0.0007474339731267205
VEMURAFENIB,4021,"METASTATIC MALIGNANT MELANOMA, BLOOD PRESSURE, MALIGNANT MELANOMA",0.2897289231534444,0.00074244861806881
GABAPENTIN,4006,"EPILEPSY, NEURALGIA, PAIN",0.05341987019470794,0.000739678976369971
EFFEXOR XR,4005,"DEPRESSION, ANXIETY, CONVULSIONS",0.0017478152309612985,0.0007394943335900483
MOGAMULIZUMAB,3968,"ADULT T-CELL LYMPHOMA/LEUKAEMIA, FEBRILE NEUTROPENIA, NEUTROPHIL COUNT DECREASED",0.0,0.0007326625507329118
DUROTEP MT,3939,"PROCEDURAL PAIN, PAIN, GENERAL ANAESTHESIA",0.07616146230007616,0.0007273079101151562
ACTONEL,3930,"OSTEOPOROSIS, OSTEOPENIA, OSTEOPOROSIS POSTMENOPAUSAL",0.0002544529262086514,0.0007256461250958527
GENOXAL,3887,"DIFFUSE LARGE B-CELL LYMPHOMA, THYROIDECTOMY, CHRONIC GASTRITIS",0.03730383329045536,0.0007177064855591805
ZYRTEC,3818,"PRODUCT USED FOR UNKNOWN INDICATION, NASOPHARYNGITIS, HYPERSENSITIVITY",0.0,0.0007049661337445205
CARFILZOMIB,3804,"CHEMOTHERAPY, ACUTE MYELOID LEUKAEMIA, MULTIPLE MYELOMA",0.006309148264984227,0.000702381134825604
METHOTREXATE,3794,"SERONEGATIVE ARTHRITIS, ARTHRITIS, RHEUMATOID ARTHRITIS",0.1191354770690564,0.0007005347070263779
CELLCEPT,3784,"PROPHYLAXIS AGAINST TRANSPLANT REJECTION, PROPHYLAXIS AGAINST GRAFT VERSUS HOST DISEASE, PROPHYLAXIS",0.15010570824524314,0.0006986882792271518
STELARA,3772,"PSORIASIS, HYPOTHYROIDISM, HYPOTENSION",0.04188759278897137,0.0006964725658680805
ZYTIGA,3756,"PROSTATE CANCER METASTATIC, PAIN, DEPRESSION",0.028221512247071354,0.0006935182813893187
VIIBRYD,3755,"DEPRESSION, INSOMNIA, ANXIETY",0.012250332889480693,0.0006933336386093961
MYCOPHENOLIC ACID,3728,"RENAL TRANSPLANT, STEM CELL TRANSPLANT, GRAFT VERSUS HOST DISEASE",0.3468347639484979,0.0006883482835514857
ABI-007,3727,"METASTATIC MALIGNANT MELANOMA, NON-SMALL CELL LUNG CANCER, ADENOCARCINOMA PANCREAS",0.018781862087469816,0.0006881636407715631
ETANERCEPT,3709,"PSORIASIS, PSORIATIC ARTHROPATHY, RHEUMATOID ARTHRITIS",0.025613372876786195,0.0006848400707329561
SUBOXONE TABLET,3703,"DRUG DEPENDENCE, ANXIETY, CHRONIC OBSTRUCTIVE PULMONARY DISEASE",0.008641641911963273,0.0006837322140534204
AMBISOME,3634,"VISCERAL LEISHMANIASIS, PRODUCT USED FOR UNKNOWN INDICATION, NAUSEA",0.020913593835993397,0.0006709918622387604
AMPYRA,3623,"GAIT DISTURBANCE, MULTIPLE SCLEROSIS, PRODUCT USED FOR UNKNOWN INDICATION",0.02373723433618548,0.0006689607916596118
DILANTIN,3576,"INFLAMMATION, BLOOD PRESSURE, CONVULSION",0.0008389261744966443,0.0006602825810032492
PREMARIN,3569,"HORMONE REPLACEMENT THERAPY, MENOPAUSE, DEPRESSION",0.0016811431773606051,0.0006589900815437908
INC424,3557,"MYELOFIBROSIS, PLATELET COUNT DECREASED, HAEMOCHROMATOSIS",0.035141973573235875,0.0006567743681847196
SANDOZ FENTANYL TRANSDERMAL SYSTEM,3546,"NECK PAIN, BACK PAIN, PAIN",0.0025380710659898475,0.0006547432976055709
VANCOMYCIN HYDROCHLORIDE,3527,"PNEUMONIA STAPHYLOCOCCAL, ANAEMIA, POLYURIA",0.3297419903600794,0.0006512350847870413
PEG-INTRON,3485,"HEPATITIS C, HEPATITIS, BIPOLAR DISORDER",0.020373027259684363,0.0006434800880302918
DOXORUBICIN HYDROCHLORIDE (DOXIL),3473,"MULTIPLE MYELOMA, PROPHYLAXIS, THROMBOSIS PROPHYLAXIS",0.2142240138209041,0.0006412643746712205
RIBAVIRIN,3467,"PRODUCT USED FOR UNKNOWN INDICATION, HEPATITIS C, CHRONIC HEPATITIS C",0.003461205653302567,0.0006401565179916848
CICLOSPORIN,3457,"APLASTIC ANAEMIA, COLITIS ULCERATIVE, APLASIA PURE RED CELL",0.3109632629447498,0.0006383100901924588
ABRAXANE,3445,"BREAST CANCER METASTATIC, DRUG USE FOR UNKNOWN INDICATION, PAINFUL L ARM",0.0934687953555878,0.0006360943768333874
GLEEVEC,3404,"CHRONIC MYELOID LEUKAEMIA, GASTRIC CANCER, NEOPLASM MALIGNANT",0.08372502937720329,0.0006285240228565605
LAMOTRIGINE,3401,"STATUS EPILEPTICUS, ABSENCE SEIZURE, GENERALIZED TONIC-CLONIC SEIZURE",0.03851808291678918,0.0006279700945167927
TACROLIMUS,3394,"RHEUMATOID ARTHRITIS, RENAL TRANSPLANT, PROPHYLAXIS AGAINST RENAL TRANSPLANT REJECTION",0.12050677666470241,0.0006266775950573343
MYFORTIC,3389,"RENAL TRANSPLANT, COMPLICATIONS OF TRANSPLANTED LIVER, SYSTEMIC LUPUS ERYTHEMATOSUS",0.13425789318383005,0.0006257543811577213
ADVIL,3389,"CONJUNCTIVITIS, PHARYNGITIS, FEVER",0.0038359398052522867,0.0006257543811577213
CLOZAPINE,3386,"SCHIZOPHRENIA, SCHIZOPHRENIA, PARANOID TYPE, CONSTIPATION",0.05759007678676905,0.0006252004528179535
TRAMCET,3339,"PAIN, PRODUCT USED FOR UNKNOWN INDICATION, HYPERTENSION",0.14345612458820006,0.0006165222421615909
OXYCONTIN (NDA 22-272),3318,"PAIN, BREAKTHROUGH PAIN, PRODUCT USED FOR UNKNOWN INDICATION",0.08770343580470162,0.0006126447437832161
CORDARONE,3303,"ARRHYTHMIA, ATRIAL FIBRILLATION, TICS",0.08083560399636694,0.0006098751020843769
LUPRON DEPOT 3.75 MG,3296,"ENDOMETRIOSIS, MIGRAINE, UTERINE LEIOMYOMA",0.0,0.0006085826026249187
DALTEPARIN SODIUM,3268,"LUNG NEOPLASM MALIGNANT, LUNG CANCER, PULMONARY EMBOLISM",0.3320073439412485,0.0006034126047870856
FLUOXETINE,3256,"PRODUCT USED FOR UNKNOWN INDICATION, MATERNAL EXPOSURE TIMING UNSPECIFIED, EPILEPSY",0.11578624078624078,0.0006011968914280143
DEPAKOTE,3244,"CONVULSION, PRODUCT USED FOR UNKNOWN INDICATION, MATERNAL EXPOSURE TIMING UNSPECIFIED",0.0030826140567200987,0.000598981178068943
FTY,3218,"MULTIPLE SCLEROSIS, DYSPEPSIA, LOCAL ANAESTHESIA",0.0046612802983219395,0.0005941804657909552
ESCITALOPRAM,3201,"DEPRESSION, SOCIAL PHOBIA, BREAST NEOPLASM",0.1583880037488285,0.0005910415385322708
E KEPPRA,3190,"SIMPLE PARTIAL SEIZURES, COMPLEX PARTIAL SEIZURES, RASMUSSEN ENCEPHALITIS",0.016300940438871474,0.0005890104679531222
LUPRON DEPOT,3189,"BREAST CANCER, VAGINAL HAEMORRHAGE, PRODUCT USED FOR UNKNOWN INDICATION",0.03857008466603951,0.0005888258251731996
RAMIPRIL,3183,"HYPERTENSION, SLEEP DISORDER THERAPY, PROPHYLAXIS",0.053094564875903236,0.0005877179684936639
SERTRALINE HCL,3173,"EPILEPSY, BACK PAIN, NAUSEA",0.033722029624960605,0.0005858715406944378
RANMARK,3172,"PROSTATE CANCER, DYSURIA, CONSTIPATION",0.4634300126103405,0.0005856868979145152
"ALEVE CAPLET/TABLET,MIDOL EXTENDED RELIEF CAPLET",3158,"GENERAL BODY PAIN, ANALGESIC THERAPY, DYSMENORRHOEA",0.001266624445851805,0.0005831018989955987
IRINOTECAN HCL,3152,"METASTATIC COLORECTAL CANCER, ATRIAL FIBRILLATION, HYPERTENSION",0.16307106598984772,0.000581994042316063
BRILINTA,3138,"HYPERTENSION, CORONARY ARTERY OCCLUSION, CARDIOVASCULAR EVENT PROPHYLAXIS",0.03218610579987253,0.0005794090433971465
RISPERDAL,3135,"OBSESSIVE-COMPULSIVE DISORDER, ANXIETY DISORDER, PRODUCT USED FOR UNKNOWN INDICATION",0.09505582137161085,0.0005788551150573786
EVEROLIMUS,3134,"RENAL TRANSPLANT, HYPERTENSION, PROPHYLAXIS AGAINST TRANSPLANT REJECTION",0.17102744097000638,0.0005786704722774561
TRILEPTAL,3102,"CONVULSION, MOOD ALTERED, FRONTAL LOBE EPILEPSY",0.08865248226950355,0.0005727619033199326
ARIXTRA,3100,"DEEP VEIN THROMBOSIS, PAIN, CONSTIPATION",0.2651612903225806,0.0005723926177600874
MEROPENEM,3080,"PRODUCT USED FOR UNKNOWN INDICATION, NOSOCOMIAL INFECTION, OSTEOMYELITIS BACTERIAL",0.2772727272727273,0.0005686997621616352
SYNTHROID,3071,"HYPOTHYROIDISM, PRODUCT USED FOR UNKNOWN INDICATION, HASHIMOTO'S DISEASE",0.00032562683165092806,0.0005670379771423317
FLUCONAZOLE,3054,"PERITONITIS, FUNGAL OESOPHAGITIS, ANTIRETROVIRAL THERAPY",0.4056974459724951,0.0005638990498836473
PULMICORT FLEXHALER,3048,"ASTHMA, BLOOD PRESSURE ABNORMAL, LUNG DISORDER",0.0022965879265091863,0.0005627911932041117
PEMETREXED,3023,"NON-SMALL CELL LUNG CANCER, HYPERTENSION, HYPERCHOLESTEROLAEMIA",0.21237181607674496,0.0005581751237060464
ATORVASTATIN,3013,"HYPERCHOLESTEROLAEMIA, PRODUCT USED FOR UNKNOWN INDICATION, HYPERLIPIDAEMIA",0.2638566213076668,0.0005563286959068204
OLANZAPINE,2989,"PRODUCT USED FOR UNKNOWN INDICATION, AFFECTIVE DISORDER, BIPOLAR DISORDER",0.08932753429240549,0.0005518972691886777
VORINOSTAT,2980,"BRAIN STEM GLIOMA, GLIOBLASTOMA MULTIFORME, ACUTE MYELOID LEUKAEMIA",0.029865771812080538,0.0005502354841693743
CIPROFLOXACIN (CIPROFLOXACIN),2977,"LOWER URINARY TRACT INFECTION, ARRHYTHMIA, URINARY TRACT INFECTION",0.22908968760497145,0.0005496815558296065
MULTAQ,2976,"ATRIAL FIBRILLATION, ATRIAL FLUTTER, ANXIETY",0.008400537634408602,0.0005494969130496838
LEPONEX,2966,"SCHIZOPHRENIA, SCHIZOPHRENIA, PARANOID TYPE, DEMENTIA WITH LEWY BODIES",0.08799730276466622,0.0005476504852504578
INLYTA,2908,"RENAL CANCER, LEUKAEMIA, PROSTATOMEGALY",0.1626547455295736,0.0005369412040149464
DIAZOXIDE,2874,"HYPOGLYCAEMIA, HYPERTENSION, CHOLELITHIASIS",0.04175365344467641,0.0005306633494975778
PAXIL,2874,"DEPRESSION, RHEUMATOID ARTHRITIS, BLOOD CHOLESTEROL",0.04036186499652053,0.0005306633494975778
LANTUS SOLOSTAR,2870,"TYPE II DIABETES MELLITUS, DEVICE THERAPY, HYPERTENSION",0.008362369337979094,0.0005299247783778873
VALSARTAN,2847,"HYPERTENSION, PRODUCT USED FOR UNKNOWN INDICATION, MYOCARDIAL INFARCTION",0.0035124692658939235,0.0005256779944396673
LAMISIL,2846,"DERMATOPHYTOSIS, ONYCHOMYCOSIS, PRURITUS",0.015108924806746311,0.0005254933516597448
ANDROGEL,2831,"BLOOD TESTOSTERONE DECREASED, DIABETES MELLITUS, RENAL DISORDER",0.006004945249028612,0.0005227237099609056
ISCOVER,2816,"DRUG USE FOR UNKNOWN INDICATION, TYPE II DIABETES MELLITUS, DIABETES MELLITUS",0.5,0.0005199540682620665
OMNISCAN,2815,"PERIPHERAL ISCHAEMIA, DIAGNOSTIC PROCEDURE, MALIGNANT NEOPLASM OF SPINAL CORD",0.00994671403197158,0.0005197694254821439
GIANVI,2810,"CONTRACEPTION, ACNE, ATTENTION DEFICIT/HYPERACTIVITY DISORDER",0.0,0.0005188462115825308
RYTHMOL,2806,"ATRIAL FIBRILLATION, HYPERTENSION, ARRHYTHMIA",0.2459016393442623,0.0005181076404628404
REMINYL,2802,"DEMENTIA ALZHEIMER'S TYPE, HYPERTENSION, DYSLIPIDAEMIA",0.10599571734475374,0.00051736906934315
WARFARIN,2781,"DEEP VEIN THROMBOSIS, PULMONARY EMBOLISM, PERIPHERAL ISCHAEMIA",0.06832074793239842,0.0005134915709647752
REYATAZ CAPS,2763,"HIV INFECTION, DEPRESSION, PANIC DISORDER",0.2370611653999276,0.0005101680009261682
ENALAPRIL,2762,"HYPERTENSION, PRODUCT USED FOR UNKNOWN INDICATION, TYPE 2 DIABETES MELLITUS",0.32005792903692976,0.0005099833581462456
VOTRIENT,2761,"RENAL CANCER, PRODUCT USED FOR UNKNOWN INDICATION, RENAL CELL CARCINOMA",0.07279971024990946,0.0005097987153663229
INVEGA,2757,"SCHIZOPHRENIA, DEPRESSION, SCHIZOPHRENIA, PARANOID TYPE",0.0460645629307218,0.0005090601442466325
METFORMIN HYDROCHLORIDE,2749,"PRODUCT USED FOR UNKNOWN INDICATION, TYPE 2 DIABETES MELLITUS, DIABETES MELLITUS",0.2466351400509276,0.0005075830020072517
VFEND,2745,"FUNGAL INFECTION, ASPERGILLOSIS, INFECTION PROPHYLAXIS",0.07941712204007285,0.0005068444308875612
MIRCERA,2741,"NEPHROGENIC ANAEMIA, RENAL FAILURE CHRONIC, HYPERTENSION",0.10762495439620576,0.0005061058597678708
SEBIVO,2739,"CHRONIC HEPATITIS B, HEPATITIS B, HEPATITIS B SURFACE ANTIGEN",0.10441767068273092,0.0005057365742080255
TRIMETHOPRIM,2735,"ACNE, URINARY TRACT INFECTION, BLADDER INFECTION",0.13126142595978063,0.0005049980030883351
PLAN B ONE-STEP,2722,"POST COITAL CONTRACEPTION, SEASONAL ALLERGY, HYPERTENSION",0.0,0.0005025976469493412
PAZOPANIB,2722,"BREAST NEOPLASM, HYPERTENSION, MALIGNANT NEOPLASM PROGRESSION",0.03600293901542983,0.0005025976469493412
BROVANA,2717,"COPD, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, ALPHA-1 ANTI-TRYPSIN DEFICIENCY",0.001104158998895841,0.0005016744330497282
ARIMIDEX,2712,"BREAST CANCER, BLOOD CHOLESTEROL INCREASED, BREAST CANCER FEMALE",0.0007374631268436578,0.0005007512191501152
TEMSIROLIMUS,2659,"PANCREATIC CANCER METASTATIC, PANCREATIC CARCINOMA METASTATIC, HYPOTHYROIDISM",0.27115456938698757,0.0004909651518142169
FUROSEMIDE,2636,"CARDIAC FAILURE ACUTE, CARDIAC FAILURE CHRONIC, PROPHYLAXIS",0.20675265553869498,0.0004867183678759969
PROZAC,2608,"OBSESSIVE-COMPULSIVE DISORDER, CARDIOVASCULAR EVENT PROPHYLAXIS, DEPRESSION",0.02607361963190184,0.00048154837003816384
SUBOXONE FILM,2590,"PRODUCT USED FOR UNKNOWN INDICATION, DRUG DEPENDENCE, ANXIETY",0.005791505791505791,0.00047822479999955686
HUMALOG LISPRO,2575,"TYPE 1 DIABETES MELLITUS, DIABETES MELLITUS, TYPE 2 DIABETES MELLITUS",0.010485436893203883,0.0004754551583007177
GEMZAR,2569,"BILIARY CANCER METASTATIC, BILE DUCT CANCER STAGE IV, HYPERTHERMIA",0.3709614636045154,0.0004743473016211821
MIRALAX,2549,"COLONOSCOPY, PRODUCT USED FOR UNKNOWN INDICATION, MEDICAL OBSERVATION",0.0,0.0004706544460227299
MIRTAZAPINE,2546,"SCHIZOAFFECTIVE DISORDER, DRUG USE FOR UNKNOWN INDICATION, HYPERTENSION",0.02631578947368421,0.0004701005176829621
"XYREM (500 MILLIGRAM/MILLILITERS, SOLUTION)(SODIUM OXYBATE)",2544,"CATAPLEXY, EXCESSIVE DAYTIME SLEEPINESS, NARCOLEPSY",0.0,0.0004697312321231169
PROVERA,2537,"HORMONE REPLACEMENT THERAPY, MENOPAUSAL SYMPTOMS, VAGINAL DRYNESS",0.02837997635001971,0.0004684387326636586
HIZENTRA,2519,"HYPOGLOBULINAEMIA, IMMUNODEFICIENCY COMMON VARIABLE, HYPOGAMMAGLOBULINAEMIA",0.0011909487892020642,0.00046511516262505166
PREMPRO,2518,"HORMONE REPLACEMENT THERAPY, THYROID DISORDER, MENOPAUSAL DISORDER",0.003177124702144559,0.00046493051984512903
ENDOXAN,2495,"IDIOPATHIC PULMONARY FIBROSIS, PROPHYLAXIS, DRUG USE FOR UNKNOWN INDICATION",0.29378757515030063,0.000460683735906909
BUSULFAN,2495,"STEM CELL TRANSPLANT, BONE MARROW TRANSPLANT, ACUTE MYELOID LEUKAEMIA",0.14869739478957916,0.000460683735906909
TRASYLOL,2466,"STERNOTOMY, CORONARY ARTERY BYPASS GRAFT, HYPERTENSION",0.4148418491484185,0.0004553290952891534
OFATUMUMAB,2466,"CHRONIC LYMPHOCYTIC LEUKAEMIA, HYPERCHLORHYDRIA, DIFFUSE LARGE B-CELL LYMPHOMA",0.22830494728304948,0.0004553290952891534
ZOCOR,2465,"BRONCHOPULMONARY ASPERGILLOSIS, HYPERCHOLESTEROLAEMIA, DIURETIC THERAPY",0.02920892494929006,0.00045514445250923076
RANIBIZUMAB,2463,"AGE-RELATED MACULAR DEGENERATION, PRODUCT USED FOR UNKNOWN INDICATION, DIABETIC RETINAL OEDEMA",0.11408850994721884,0.00045477516694938556
GEMCITABINE HYDROCHLORIDE,2441,"BLADDER CANCER, LEIOMYOSARCOMA, NON-SMALL CELL LUNG CANCER",0.14789020893076607,0.0004507130257910881
FENTANYL TRANSDERMAL SYSTEM,2437,"PAIN, NECK PAIN, BACK PAIN",0.09971276159212146,0.0004499744546713977
KALETRA TABLETS,2420,"PRODUCT USED FOR UNKNOWN INDICATION, ANTIRETROVIRAL THERAPY, HIV INFECTION",0.40702479338842973,0.00044683552741271336
SOLU-MEDROL,2419,"OPTIC NEURITIS, BIPOLAR I DISORDER, BIPOLAR DISORDER",0.14055394791236048,0.00044665088463279073
NAPROXEN,2413,"HEADACHE, OSTEOARTHRITIS, RHEUMATOID ARTHRITIS",0.1840033153750518,0.0004455430279532551
METFORMIN,2403,"TYPE 2 DIABETES MELLITUS, PRODUCT USED FOR UNKNOWN INDICATION, HIV INFECTION",0.155638784852268,0.000443696600154029
NUVIGIL,2396,"SLEEP APNOEA SYNDROME, CIRCADIAN RHYTHM SLEEP DISORDER, HYPERTENSION",0.00041736227045075126,0.00044240410069457077
"CYCLOPHOSPHAMIDE FOR INJECTION, USP",2383,"DIFFUSE LARGE B-CELL LYMPHOMA, NON-SMALL CELL LUNG CANCER STAGE III, CANCER PAIN",0.0843474611833823,0.0004400037445555768
PREDNISONE,2382,"IMMUNOSUPPRESSANT DRUG THERAPY, PROPHYLAXIS AGAINST TRANSPLANT REJECTION, MULTIPLE MYELOMA",0.1767422334172964,0.00043981910177565424
"ENDOXAN 2000 MG, LYOPHILISAT POUR SOLUTION INJECTABLE",2379,"NON-HODGKIN'S LYMPHOMA, DORSALGIA, INSOMNIA",0.08154686843211434,0.0004392651734358864
LASIX,2364,"PREVENTION, HYPERURICEMIA, PROPHYLAXIS",0.03003384094754653,0.00043649553173704726
BOTOX,2363,"DYSTONIA, BLOOD PRESSURE HIGH, BACK PAIN",0.3161235717308506,0.00043631088895712463
COPAXONE,2353,"MULTIPLE SCLEROSIS, CONTRACEPTION, INSOMNIA",0.022949426264343393,0.00043446446115789856
CINRYZE (C1 ESTERASE INHIBITOR (HUMAN)),2351,"HEREDITARY ANGIOEDEMA, PRODUCT USED FOR UNKNOWN INDICATION, EPILEPSY",0.01658868566567418,0.00043409517559805336
FORASEQ,2336,"BRONCHITIS, ASTHMA, HYPERTENSION",0.09332191780821918,0.0004313255338992142
TEMODAR,2320,"BRAIN NEOPLASM, GLIOBLASTOMA MULTIFORME, OVARIAN CANCER",0.05517241379310345,0.0004283712494204525
OXYCONTIN TABLETS,2314,"DRUG ABUSE, ARTHRALGIA, INTERVERTEBRAL DISC DISORDER",0.04624027657735523,0.0004272633927409168
NEUPRO,2305,"PARKINSON'S DISEASE, HYPERTENSION, DEPRESSION",0.028199566160520606,0.00042560160772161333
XALATAN,2300,"GLAUCOMA, BLOOD PRESSURE HIGH, HIGH CHOLESTEROL",0.08565217391304347,0.0004246783938220003
IPILIMUMAB,2295,"MALIGNANT MELANOMA, HYPOPHYSITIS, NAUSEA",0.14422657952069717,0.00042375517992238726
REMODULIN,2266,"COR PULMONALE CHRONIC, PRIMARY PULMONARY HYPERTENSION, PULMONARY ARTERIAL HYPERTENSION",0.04810238305383936,0.0004184005393046316
LUCENTIS,2261,"AGE-RELATED MACULAR DEGENERATION, PRODUCT USED FOR UNKNOWN INDICATION, HYPERTENSION",0.18620079610791684,0.00041747732540501855
AMBRISENTAN,2255,"PULMONARY HYPERTENSION, PULMONARY ARTERIAL HYPERTENSION, COLLAGEN DISORDER",0.23813747228381374,0.0004163694687254829
BENLYSTA,2242,"SYSTEMIC LUPUS ERYTHEMATOSUS, SLE, PRODUCT USED FOR UNKNOWN INDICATION",0.13648528099910795,0.000413969112586489
METHADOSE,2240,"REHABILITATION THERAPY, DRUG WITHDRAWAL MAINTENANCE THERAPY, PRODUCT USED FOR UNKNOWN INDICATION",0.4276785714285714,0.0004135998270266438
TACROLIMUS SYSTEMIC (TACROLIMUS),2232,"PROPHYLAXIS AGAINST RENAL TRANSPLANT REJECTION, RENAL TRANSPLANT",0.0,0.0004121226847872629
VIAGRA,2221,"ERECTILE DYSFUNCTION, DIABETES, SLEEP APNOEA SYNDROME",0.021611886537595677,0.0004100916142081142
LEVETIRACETAM,2220,"PARTIAL SEIZURES, CONVULSION, EPILEPSY",0.057207207207207206,0.0004099069714281916
VESICARE,2198,"HYPERTONIC BLADDER, AUTOIMMUNE HEPATITIS, SJOGREN'S SYNDROME",0.10327570518653321,0.0004058448302698942
SAPHRIS,2191,"SCHIZOPHRENIA, BIPOLAR DISORDER, PRODUCT USED FOR UNKNOWN INDICATION",0.0807850296668188,0.00040455233081043593
LEFLUNOMIDE,2173,"RHEUMATOID ARTHRITIS, HYPERTENSION, HYPERTHYROIDISM",0.006902899217671422,0.000401228760771829
VALGANCICLOVIR,2171,"RENAL TRANSPLANT, PROPHYLAXIS, HYPERTENSION",0.009672961768770152,0.00040085947521198374
PRIVIGEN,2170,"MYASTHENIA GRAVIS CRISIS, IDIOPATHIC THROMBOCYTOPENIC PURPURA, CHRONIC INFLAMMATORY DEMYELINATING POLYRADICULONEUROPATHY",0.22811059907834103,0.00040067483243206117
DICLOFENAC,2164,"BACK PAIN, OSTEOARTHRITIS, NEURALGIA",0.3331792975970425,0.0003995669757525255
VINCRISTINE,2160,"ACUTE LYMPHOCYTIC LEUKAEMIA, B PRECURSOR TYPE ACUTE LEUKAEMIA, PRECURSOR B-LYMPHOBLASTIC LYMPHOMA",0.03009259259259259,0.00039882840463283505
VECTIBIX,2150,"COLORECTAL CANCER, COLON CANCER, COLON CANCER METASTATIC",0.22465116279069766,0.000396981976833609
ATACAND,2149,"GASTROOESOPHAGEAL REFLUX DISEASE, HYPERTENSION, BLOOD CHOLESTEROL INCREASED",0.010702652396463471,0.00039679733405368635
TRASTUZUMAB,2120,"BREAST CANCER, BREAST CANCER METASTATIC, PREMEDICATION",0.12264150943396226,0.00039144269343593073
PACLITAXEL,2116,"NON-SMALL CELL LUNG CANCER, NAUSEA, BONE PAIN",0.17438563327032136,0.00039070412231624027
BI 201335,2112,"CHRONIC HEPATITIS C, HIV INFECTION, PROPHYLAXIS",0.5,0.0003899655511965498
EXFORGE,2065,"HYPERTENSION, DIABETES MELLITUS, BOWEL MOVEMENT IRREGULARITY",0.04891041162227603,0.0003812873405401872
DABIGATRAN,2062,"CEREBROVASCULAR ACCIDENT PROPHYLAXIS, ATRIAL FIBRILLATION, HYPERTENSION",0.058195926285160036,0.0003807334122004194
HALDOL,2043,"PRODUCT USED FOR UNKNOWN INDICATION, SCHIZOPHRENIA, PARANOID TYPE, PSYCHOTIC DISORDER",0.004894762604013705,0.0003772251993818898
NORVIR,2041,"HIV INFECTION, ERECTILE DYSFUNCTION, MATERNAL EXPOSURE TIMING UNSPECIFIED",0.0,0.0003768559138220446
GEODON,2036,"BIPOLAR DISORDER, DEPRESSION, MOOD ALTERED",0.0068762278978389,0.0003759326999224316
SANDOSTATIN LAR (PATIENT BASIS),2035,"NEUROENDOCRINE TUMOUR, POST GASTRIC SURGERY SYNDROME, ABDOMINAL PAIN",0.14152334152334153,0.00037574805714250895
DIGOXIN,2035,"PRODUCT USED FOR UNKNOWN INDICATION, CARDIAC FAILURE CHRONIC, CARDIOVASCULAR DISORDER",0.20884520884520885,0.00037574805714250895
TOVIAZ,2027,"BLADDER INCONTINENCE, STRESS, HYPOVITAMINOSIS",0.000493339911198816,0.0003742709149031281
ANAGRELIDE,2022,"ESSENTIAL THROMBOCYTHAEMIA, PRODUCT USED FOR UNKNOWN INDICATION, HYPERTENSION",0.0,0.00037334770100351506
INTELENCE,2019,"HIV INFECTION, RASH, BACK PAIN",0.0,0.0003727937726637472
ERBITUX SOLN FOR INF 5MG/ML,2016,"COLON CANCER, PAIN MANAGEMENT, HAEMOSTASIS",0.21279761904761904,0.0003722398443239794
VENLAFAXINE,2009,"PRODUCT USED FOR UNKNOWN INDICATION, DEPRESSION, MULTIPLE SCLEROSIS",0.022399203583872575,0.0003709473448645211
TAVANIC,2001,"LUNG DISORDER, PRODUCT USED FOR UNKNOWN INDICATION, FEBRILE BONE MARROW APLASIA",0.49975012493753124,0.00036947020262514024
